,ID,Strategy,Progress,Strategy_Label,problem,class,admin,age,sex,zone,gang,family,other,risk
8353,Southwest 2-23-90-2,client will be enroll into a life skill class and possible substance abuse class.,A Little progress,substance abuse/anger management/life skill,client still likes to hang out with known members of community and CIW thinks that client is very influence by these people and wants client to due a life skill class.,face spme kind of problem,retest,18.0,2,23.0,,-1.314563966,-1.732736087,-2.956039882
8355,Southwest 2-23-91-2,client be enroll into life skill class. to help to help spend her time away from negative lifestyle ,Task/Service successfully completed,substance abuse/anger management/life skill,client is a known gang member but has truly shown in the last year that she has no interest in continuing in the life style of a gang member.,face spme kind of problem,retest,21.0,2,23.0,,-0.239044572,1.87907508,-3.299475284
8373,Southwest 2-23-92-1,gang awareness workshop life skills will be provided,Task/Service successfully completed,substance abuse/anger management/life skill,client is gang involved,face spme kind of problem,retest,16.0,1,23.0,-0.603983336,-3.795381406,-3.82615483,-0.270430969
8391,Southwest 2-23-93-1,client will be invited to attend classes and event that can help build new and positive relationships,Task/Service successfully completed,get mentored for school/work,Client hangs out with the negative crowd that leads to problems client seems to be a youth that needs an alternative place to be than streets ,face spme kind of problem,retest,18.0,1,23.0,-2.047283963,5.727683943,-2.886759021,-2.667041615
8408,Southwest 2-23-96-1,cm and ciw will provide life skill workshops for client.,Task/Service successfully completed,substance abuse/anger management/life skill,Client needs life skill workshops  to keep client from hanging out in active area in the GRYD.,"id, work related isssues",retest,19.0,2,23.0,,-0.371348478,,-2.612604481
8456,Southwest 2-23-97-1,client will enroll and be supported with calendar of events and classes he is to attend with program helping him to participate complete community service hours,Task/Service successfully completed,get mentored for school/work,Client hangs around with negative crowd and finds himself consistently getting into different problems due to negative activity. Has led to being on Juvenile Probation,face spme kind of problem,retest,15.0,1,23.0,,7.4293812039999985,1.551390668,-2.956039882
8464,Southwest 2-23-97-2,cm and ciw will provide all workshops for the client.,Task/Service successfully completed,developmental asset,Client needs to participate in workshops to complete probation requirements.,"id, work related isssues",retest,16.0,1,23.0,,-0.978751065,,-2.956039882
8466,Southwest 2-23-98-1,program will provide parenting educational workshops,Task/Service successfully completed,developmental asset,client is in need of parenting educational classes,anger related issues,retest,20.0,2,23.0,,1.90223677,1.570794669,-0.648195021
8493,Southwest 2-23-100-1,client will participate in all substance abuse workshops internal,Task/Service successfully completed,substance abuse/anger management/life skill,client needs substance abuse workshops to complete probation,"id, work related isssues",retest,17.0,1,23.0,,1.598930975,1.419443842,-2.702227288
8501,Southwest 2-23-101-1,client is being referral to attend a drug awareness work shop class.,Task/Service successfully completed,get mentored for school/work,client has a marijuana issue use occasionally and it has been a reason client cant find employment.,face spme kind of problem,retest,21.0,2,23.0,,0.707369008,,-3.69734782
8519,Southwest 2-23-102-1,client is currently attending high school working on getting high school diploma.,Excellent progress,get mentored for school/work,Client has no high school diploma but is currently working on getting his diploma he is currently attending high school in the 11 grade.,face spme kind of problem,retest,17.0,1,23.0,,3.238241707,,-3.646200757
8521,Southwest 2-23-103-1,the team will provide tutoring,Task/Service successfully completed,developmental asset,client is failing in school and needs help with tutoring,"id, work related isssues",retest,16.0,2,23.0,,0.7717963390000001,0.469739306,-2.197919348
8548,Southwest 2-23-104-1,client will be attending tutor session at least twice a week to receive help on the areas he is struggling. ,Task/Service successfully completed,get mentored for school/work,Client is struggling academically ,face spme kind of problem,retest,17.0,1,23.0,,3.341619384,1.931677984,-1.909772288
8599,Southwest 2-23-107-1,client will be attending tutoring at least twice a week to strengthen his weaknesses. ,Task/Service successfully completed,get mentored for school/work, client is currently enroll into high school however is struggling academically. ,face spme kind of problem,retest,16.0,1,23.0,,4.793803046,2.261212919,-5.485774558999998
8631,Southwest 2-23-109-1,client acknowledges she has not been the best daughter and mother to her family and has the motivation to change and be the best.,Task/Service successfully completed,get mentored for school/work,client has not been the best parent to her daughter,face spme kind of problem,retest,18.0,2,23.0,,5.503899307,2.6612689030000003,-5.485774558999998
8633,Southwest 2-23-112-1,ciw will meet with client and work on work documents.,Excellent progress,get mentored for school/work,client is in need of employment to assist at home with bills and food.,anger related issues,retest,18.0,1,23.0,,3.062423059,,-0.12463562
8645,Southwest 2-23-113-1,cm and ciw will provide gang awareness workshops life skills,Task/Service successfully completed,substance abuse/anger management/life skill,Client is hanging out with the wrong crowd and is getting involved with gang issues,face spme kind of problem,retest,14.0,1,23.0,,0.22590316,0.05613048,-2.956039882
8647,Southwest 2-23-114-1,client is currently attending high school working on high school diploma.,Good progress,get mentored for school/work,client is encourage to finish school and receive a high school diploma which she is working on.,face spme kind of problem,retest,16.0,2,23.0,,1.33266272,,-2.486917616
8649,Southwest 2-23-115-1,program will provide all resources to get client back into school,Task/Service successfully completed,developmental asset,client needs to enroll back into school,"id, work related isssues",retest,19.0,2,23.0,,2.948173582,0.024417433,-2.619184624
8668,Southwest 2-23-122-1,have client attended all work shops to be at facility as much as possible this will prevent client from getting into further situations ,Excellent progress,get mentored for school/work,client is on probation and is working to get off probation soon doesn't have room to do much.,face spme kind of problem,retest,18.0,1,23.0,2.253932313,0.242779113,,-0.66415641
8670,Southwest 2-23-124-1,support parent with transportation and resource for school for client,Task/Service successfully completed,get mentored for school/work,client needs to enroll back into school,"id, work related isssues",retest,15.0,2,23.0,,-1.918923029,0.499087368,0.976069108
8678,Southwest 2-23-125-1,cm and ciw  will provide substance abuse workshops,Task/Service successfully completed,substance abuse/anger management/life skill,client has substance abuse issues,need something,retest,18.0,1,23.0,-3.695203604,5.831664394,,-2.962620026
8696,Southwest 2-23-125-2,cm and ciw will provide anger management workshops weekly.,Task/Service successfully completed,developmental asset,Client needs to complete anger management. ,"id, work related isssues",retest,19.0,1,23.0,,-0.709198544,,-2.667041615
8698,Southwest 2-23-126-1,program will provide substance abuse workshops,Task/Service successfully completed,substance abuse/anger management/life skill,client needs substance abuse educational workshops,"id, work related isssues",retest,16.0,2,23.0,,1.6948969880000002,2.373878349,-0.339945293
8731,Southwest 2-23-128-2,client will attend life skills once a week ,Excellent progress,substance abuse/anger management/life skill,Client is on probation ,face spme kind of problem,retest,16.0,2,23.0,,-0.76515132,3.955696867,-5.485774558999998
8749,Southwest 2-23-129-1,program will provide tasks for client to complete community service hours,Task/Service successfully completed,developmental asset,needs to complete 75 hrs. of community service,"id, work related isssues",retest,16.0,1,23.0,,3.345317973,1.3706917790000002,-4.907778024
8754,Southwest 2-23-135-2,cm and ciw will provide substance abuse workshops for client within the agency.,Task/Service successfully completed,substance abuse/anger management/life skill,Client needs to attend substance abuse classes.,"id, work related isssues",retest,16.0,1,23.0,,-0.3829558,,-2.378043347
8763,Southwest 2-23-138-1,client will participate in all life skill workshops anger management,Task/Service successfully completed,substance abuse/anger management/life skill,client needs anger management,"id, work related isssues",retest,17.0,2,23.0,,5.719582531,0.515005195,-1.675029659
8781,Southwest 2-23-139-1,anger management workshops will be provided internal within the program.,Task/Service successfully completed,developmental asset,client needs anger management,"id, work related isssues",retest,18.0,1,23.0,,-7.522296292999999,-0.937354089,-3.0104770160000003
8789,Southwest 2-23-143-2,cm and ciw will provide  anger management workshops,Task/Service successfully completed,developmental asset,client needs to complete anger management workshops,"id, work related isssues",retest,17.0,1,23.0,,1.175715446,-1.457654579,1.761059765
8799,Southwest 2-23-158-1,client will be scheduled to enroll to internal work readiness classes to help give client work experience and a understanding on how to maintain a job or employment.,A Little progress,get mentored for school/work,client needs work readiness work shop for work experiences due to never having a job,"id, work related isssues",retest,23.0,1,23.0,,-0.383581848,,-1.45661141
8801,Southwest 2-23-160-1,client is to attend school on a regular basis and checking in at our office attending workshops ; life skills substance abuse education. client needs to show ability to redirect bad habits with friends ,Task/Service successfully completed,substance abuse/anger management/life skill,Client currently has a pending court case for a felony charge.,face spme kind of problem,retest,15.0,1,23.0,,1.285641682,,-2.956039882
8803,Southwest 2-23-161-1,cm will provide anger management workshops 1 x a week for client.,Task/Service successfully completed,developmental asset,Client needs to complete anger management workshops. ,"id, work related isssues",retest,15.0,2,23.0,,-1.314563966,-1.732736087,-2.956039882
8830,Southwest 2-23-169-1,cm will follow up with probation and provides client what is needed to complete all requirements.,Task/Service successfully completed,developmental asset,"client is on probation and wants complete probation requirements.
",face spme kind of problem,retest,20.0,1,23.0,,1.076233036,,-2.667041615
8840,Southwest 2-23-174-1,we will help client meet his requirements. he will complete 10hrs of community service. ,Task/Service successfully completed,get mentored for school/work,Client is on probation.,face spme kind of problem,retest,17.0,1,23.0,,,2.7309108230000003,-2.956039882
8843,Southwest 2-23-176-1,client will attend anger management once a week. ,Task/Service successfully completed,substance abuse/anger management/life skill,"Client needs anger management, she allows her feelings to control her. ","id, work related isssues",retest,16.0,2,23.0,,,4.235873012,-2.956039882
