GRYD_ETO_ID,S6b_Other_Activities,S11a_Comments,A1_Description,A2_Description,A3_Description,O1_other_group_name,Group_name_part1,PUSH_1,PULL_1,text_all,Emotion
Northeast-25-44-1,Life skills workshops,Husban in prison,,,,No other group,No group,,,"Northeast-25-44-1,Life skills workshops,Husban in prison,No other group,No group",neutral
Rampart 2-23-317-1,,not the best relationship with mom,school friends,,,No other group,No group,,,"Rampart 2-23-317-1,not the best relationship with mom,school friends,No other group,No group",sadness
Devonshire-Topanga-11-152-2,,Parental rights have been terminated,,,,No other group,Homies,Lost custody of son,Being in rehab for 90 days made me see differently,"Devonshire-Topanga-11-152-2,Parental rights have been terminated,No other group,Homies,Lost custody of son,Being in rehab for 90 days made me see differently",sadness
Hollenbeck 1-20-160-3,gym,not having money to provide for myself,school friends,,,school friends,Friends,nothing happened,helping family out and going to school,"Hollenbeck 1-20-160-3,gym,not having money to provide for myself,school friends,school friends,Friends,nothing happened,helping family out and going to school",sadness
Southeast 1-24-37-1,,Not able to see daughter,,,,No other group,No group,,,"Southeast 1-24-37-1,Not able to see daughter,No other group,No group",fear
Southwest 1-15-390-2,Looking for other jobs and schooling,I need a job,School frineds/ work friends,Work and CBing,CBing/work friends,CBing,No group,,,"Southwest 1-15-390-2,Looking for other jobs and schooling,I need a job,School frineds/ work friends,Work and CBing,CBing/work friends,CBing,No group",fear
Rampart 2-23-309-1,,mom had surgery,,,,No other group,No group,,,"Rampart 2-23-309-1,mom had surgery,No other group,No group",sadness
Hollenbeck 2-20-201-2,,"kids father not in picture, financial, housing",,,,friends,No group,,,"Hollenbeck 2-20-201-2,kids father not in picture, financial, housing,friends,No group",fear
Rampart 2-23-327-1,,Probation,,,,No other group,No group,,,"Rampart 2-23-327-1,Probation,No other group,No group",sadness
Southwest 1-15-316-2,,Employment,,,,No other group,Group,Had a son,Had a son,"Southwest 1-15-316-2,Employment,No other group,Group,Had a son,Had a son",neutral
Rampart 1-12-620-1,GRYD,"Laid off, family friend shot at",School,,Wrap-around,Wrap Around,Homies,No,My kid cause I don't always have a babysitter,"Rampart 1-12-620-1,GRYD,Laid off, family friend shot at,School,Wrap-around,Wrap Around,Homies,No,My kid cause I don't always have a babysitter",sadness
Southwest 1-15-350-2,Having a job,Girl friend problems a ne baby arriving. Emplyment problems,A job,CBing,CBing,CBing,Group,"Having a chlid, having a job ans working CBing",Working with CBing. Having a new born child. Having a job and possibly marriage.,"Southwest 1-15-350-2,Having a job,Girl friend problems a ne baby arriving. Emplyment problems,A job,CBing,CBing,CBing,Group,Having a chlid, having a job ans working CBing,Working with CBing. Having a new born child. Having a job and possibly marriage.",fear
Foothill-14-380-1,Exercise,I had to quit school,,,,No other group,The Fellas,,I don't kick it with the fellas anymore.,"Foothill-14-380-1,Exercise,I had to quit school,No other group,The Fellas,I don't kick it with the fellas anymore.",sadness
Harbor-21-262-1,,Homies got shot by HC,,,,No other group,Torrance,LAPD serve gang papers,No,"Harbor-21-262-1,Homies got shot by HC,No other group,Torrance,LAPD serve gang papers,No",fear
Harbor-21-263-1,,My brother's enemy threatened me at my job,,,,No other group,E,2 friends were shot,No,"Harbor-21-263-1,My brother's enemy threatened me at my job,No other group,E,2 friends were shot,No",fear
Hollenbeck 1-20-254-2,,Court,,,,No other group,Friends,Going to school and going to jail,My girlfriend has keep me busy out of streets,"Hollenbeck 1-20-254-2,Court,No other group,Friends,Going to school and going to jail,My girlfriend has keep me busy out of streets",fear
Harbor-21-264-1,,My house was raided by cops because of my brother,,,,No other group,City,Cousin was shot,No,"Harbor-21-264-1,My house was raided by cops because of my brother,No other group,City,Cousin was shot,No",fear
Newton 2-23-312-1,GRYD,Failed a class,GRYD,Basketball team,,Basketball team,No group,,,"Newton 2-23-312-1,GRYD,Failed a class,GRYD,Basketball team,Basketball team,No group",sadness
Newton 2-23-313-1,passing out food/community service at church,misscarriage and friend got killed,church,Volunteers of America (GRYD),friends,Volunteers of America (GRYD),2's,"my friend got killed, I don't know who killed him","I want a better life for my boyfriend and me, with his son","Newton 2-23-313-1,passing out food/community service at church,misscarriage and friend got killed,church,Volunteers of America (GRYD),friends,Volunteers of America (GRYD),2's,my friend got killed, I don't know who killed him,I want a better life for my boyfriend and me, with his son",sadness
Newton 1-23-343-1,,friends got shot and died,,,,No other group,Homies,no,no,"Newton 1-23-343-1,friends got shot and died,No other group,Homies,no,no",sadness
Newton 2-23-258-1,GRYD workshops,grandmother pass away,,,,No other group,a's group,no nothing - stop hanging out as much after my granny died,no nothing,"Newton 2-23-258-1,GRYD workshops,grandmother pass away,No other group,a's group,no nothing - stop hanging out as much after my granny died,no nothing",sadness
Southwest 1-15-348-3,"school,workk,running",grandfather passed,Study group,,,Study buddy,No group,,,"Southwest 1-15-348-3,school,workk,running,grandfather passed,Study group,Study buddy,No group",sadness
Hollenbeck 1-20-245-2,,Disagreement iwth mom,School friends,,,School friends,No group,,,"Hollenbeck 1-20-245-2,Disagreement iwth mom,School friends,School friends,No group",anger
Devonshire-Topanga-11-153-2,,REal good friend go shot,,,,No other group,Homies,Lot of homies getting shot or kill.,My kids and my new job,"Devonshire-Topanga-11-153-2,REal good friend go shot,No other group,Homies,Lot of homies getting shot or kill.,My kids and my new job",sadness
Hollenbeck 3-20-199-2,Cuando estoy con usted,cosas personales,,,,No other group,Conosidos,"si, la forma que pienso","si, mi bebe","Hollenbeck 3-20-199-2,Cuando estoy con usted,cosas personales,No other group,Conosidos,si, la forma que pienso,si, mi bebe",fear
Devonshire-Topanga-11-187-1,,Good friend overdose,,,,No other group,Crew,Was recently arrested for a knife and got into a fight,Judge told me  I'll go to camp,"Devonshire-Topanga-11-187-1,Good friend overdose,No other group,Crew,Was recently arrested for a knife and got into a fight,Judge told me  I'll go to camp",sadness
Devonshire-Topanga-11-147-2,,My cousin go shot,,,,No other group,Homies,Cousi to shot,My son was born.,"Devonshire-Topanga-11-147-2,My cousin go shot,No other group,Homies,Cousi to shot,My son was born.",fear
Newton 2-23-291-1,"client gained job readiness training, paid internship, job leads, individual counseling",yes employment VOA staff assisted boyfriend and client obtain full time employment,work and GRYD friends,Volunteers of America (GRYD),VOAIA,Volunteers of America (GRYD),No group,,,"Newton 2-23-291-1,client gained job readiness training, paid internship, job leads, individual counseling,yes employment VOA staff assisted boyfriend and client obtain full time employment,work and GRYD friends,Volunteers of America (GRYD),VOAIA,Volunteers of America (GRYD),No group",joy
NHSEA-0-117-4,,"lack of daycare, employment assistance",,,,No other group,Friends,no. stay away from dws enrollment,"yes, looking for employment. trying to enroll back to school","NHSEA-0-117-4,lack of daycare, employment assistance,No other group,Friends,no. stay away from dws enrollment,yes, looking for employment. trying to enroll back to school",sadness
Devonshire-Topanga-11-162-1,,Friends got shot took alot of drugs went to hospital,,,,No other group,Homies,"My best friend got shot 9 times, I also took alot of drugs and went to hospital",Started school feeling good stop using hardcore drugs,"Devonshire-Topanga-11-162-1,Friends got shot took alot of drugs went to hospital,No other group,Homies,My best friend got shot 9 times, I also took alot of drugs and went to hospital,Started school feeling good stop using hardcore drugs",sadness
Hollenbeck 3-20-169-3,When at work,In trouble with the law,,,,No other group,The Group,Yes,"Yes, girlfriend and community labor","Hollenbeck 3-20-169-3,When at work,In trouble with the law,No other group,The Group,Yes,Yes, girlfriend and community labor",fear
Newton 2-23-326-1,Anger management and GRYD drug education,Went to jail,,,,No other group,No group,,,"Newton 2-23-326-1,Anger management and GRYD drug education,Went to jail,No other group,No group",neutral
Devonshire-Topanga-11-129-1,,i get upset when i make bad decisions,,,,No other group,Milwood Boyz,loosing friends or not having friends to help me or be there for me. I miss my friends,Having a girlfriend she is helping me staying out of trouble. I stop kicking it with my friends,"Devonshire-Topanga-11-129-1,i get upset when i make bad decisions,No other group,Milwood Boyz,loosing friends or not having friends to help me or be there for me. I miss my friends,Having a girlfriend she is helping me staying out of trouble. I stop kicking it with my friends",sadness
Devonshire-Topanga-11-117-2,Walking/jogging,mom's boyfriend out of prison and moved in,job friends,,my block friends,job friends,My boyz,having my girlfriend live with me and being responsible for both of us,getting a job with LACC part of my school program,"Devonshire-Topanga-11-117-2,Walking/jogging,mom's boyfriend out of prison and moved in,job friends,my block friends,job friends,My boyz,having my girlfriend live with me and being responsible for both of us,getting a job with LACC part of my school program",sadness
Devonshire-Topanga-11-120-2,Workout,Friends dying,,,,No other group,Milwood Boys,"Being in placement, not seeing my mother or little brother",Being enrolled in GRYD,"Devonshire-Topanga-11-120-2,Workout,Friends dying,No other group,Milwood Boys,Being in placement, not seeing my mother or little brother,Being enrolled in GRYD",sadness
Southwest 2-23-265-1,"Learning, training, basketball, track",My friend was shot walking home from school,School with friends,,,No other group,No Group,,,"Southwest 2-23-265-1,Learning, training, basketball, track,My friend was shot walking home from school,School with friends,No other group,No Group",fear
Southwest 1-15-301-3,,Boyfriend beat me up,,,,No other group,No group,,,"Southwest 1-15-301-3,Boyfriend beat me up,No other group,No group",sadness
Southeast 1-24-46-1,,Serious trouble with the law,ROTC,ROTC,ROTC,ROTC,Bloods,I did not want to be statistic,Depression,"Southeast 1-24-46-1,Serious trouble with the law,ROTC,ROTC,ROTC,ROTC,Bloods,I did not want to be statistic,Depression",sadness
Rampart 1-12-625-1,,Relationship & baby,,,,No other group,Group,"year, because one I have responsiblities to take care of. Its not good to be involved in negative stuff","yeah I do, I have a boyfriend that helps me stay away and my daughter","Rampart 1-12-625-1,Relationship & baby,No other group,Group,year, because one I have responsiblities to take care of. Its not good to be involved in negative stuff,yeah I do, I have a boyfriend that helps me stay away and my daughter",joy
Harbor-21-223-1,,Friend was killed,,,School friends,School,Harbor city,Friend was killed,No,"Harbor-21-223-1,Friend was killed,School friends,School,Harbor city,Friend was killed,No",fear
77th 2-13-1500-1,"Football, church, volunteer",Friend was killed in the community,Church,Football,Chapter Two,Football,No group,,,"77th 2-13-1500-1,Football, church, volunteer,Friend was killed in the community,Church,Football,Chapter Two,Football,No group",sadness
77th 2-13-1503-1,"Football, church, volunteer",A friend was shot and killed,Church,Football,Chapter Two,Football,No group,,,"77th 2-13-1503-1,Football, church, volunteer,A friend was shot and killed,Church,Football,Chapter Two,Football,No group",fear
77th 2-13-1504-1,"Reading, church, volunteer",Cousin shot and killed,School,Football,Chapter Two,Football,No group,,,"77th 2-13-1504-1,Reading, church, volunteer,Cousin shot and killed,School,Football,Chapter Two,Football,No group",sadness
77th 2-13-1505-1,"Church, football, volunteer",Witness my friend being shot and killed,Church,Football,Chapter Two,Football,No group,,,"77th 2-13-1505-1,Church, football, volunteer,Witness my friend being shot and killed,Church,Football,Chapter Two,Football,No group",fear
Foothill-14-516-1,Library/exercising,work hours,School friends,,,School friends,No group,,,"Foothill-14-516-1,Library/exercising,work hours,School friends,School friends,No group",neutral
