ID,Problem,Strategy,Progress,Problem_Classification,Problem_Label
Southwest 1-15-391-2,client requested assistance locating a vocational training program for building and grounds maintenance,CLIENT ENGAGED CM TO RECEIVE ASSISTANCE WITH VOCATIONAL PLANNING,Excellent progress,0,Emotional/behavior issues
Southwest 1-15-392-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliatons ,CM/CIW MAINTAIN CONTACT WITH CLIENT TO OFFER ADVICE DURING TIMES OF NEED,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-393-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONSISTENT CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-393-1,client requested assistance exploring postsecondary options,CLIENT HAS ENGAGED CM TO RECIEVE COLLEGE COUNSELING SERVICES,Some progress,0,Emotional/behavior issues
Southwest 1-15-393-2,client requires consistent contact from cm/ciw to navagate interpersonal elationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CLIENT CONSISTENT CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-393-2,client requested assistance with employment search,CLIENT ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-394-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONSISTENT CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-394-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-395-1,client requested assistance with employment search,client has engaged cm/ciw to receive employment counseling services,A Little progress,1,Need assistance with employment search
Southwest 1-15-395-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and navagate street affiliations,CLIENT MAINTANS CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,A Little progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-396-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential conflicts with street affilaitions,CM/CIW MAINTAIN CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,A Little progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-396-1,client requested assistance exploring post secondary options,CLIENT HAS ENGAGED CM TO RECIEVE COLLEGE COUNSELING SERVICES,Some progress,0,Emotional/behavior issues
Southwest 1-15-396-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,A Little progress,1,Need assistance with employment search
Southwest 1-15-397-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,A Little progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-397-1,client requested assistance exploring post secondary options,CLIENT HAS ENGAGED CM TO RECEIVE COLLEGE COUNSELING SERVICES,A Little progress,0,Emotional/behavior issues
Southwest 1-15-397-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,A Little progress,1,Need assistance with employment search
Southwest 1-15-397-2,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Good progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-397-2,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-398-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-398-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONTACT WITH CM/CIW TO RECEIV ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-398-2,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-398-2,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Good progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-399-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONSISTENT CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-399-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-400-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-400-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAINS CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-402-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING,Some progress,1,Need assistance with employment search
Southwest 1-15-402-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliation,CM/CIW MAINTAIN CONTACT WITH CLEINT TO PROVIDE ADVICE TO CLIENT DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-402-2,client requestd assistance with employment search,CLIENT ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUSNELING,Some progress,1,Need assistance with employment search
Southwest 1-15-404-1,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-404-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,A Little progress,1,Need assistance with employment search
Southwest 1-15-404-2,client quires assistance obtaining in state id,CLIENT HAS ENGAGED CM TO RECEIVE ASSISTANCE NAVAGATING PROCESS,Good progress,0,Emotional/behavior issues
Southwest 1-15-404-2,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-404-2,client requested assistance with vocational training/planning,CLIEN THAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT/VOCATIONAL COUNSELING,Some progress,0,Emotional/behavior issues
Southwest 1-15-405-1,client is on probation,CLIENT MAINTAINS CONTACT WITH CM TO FOLLOW PLAN AND MAINTAIN IN COMPLIANCE WITH PROBATION,Some progress,1,Need assistance with employment search
Southwest 1-15-406-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-406-1,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAINS CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-406-2,client requested assistance seeking higher paying wage,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOMENT COUNSELING ,Excellent progress,0,Emotional/behavior issues
Southwest 1-15-406-2,client requested assistance seeking higher paying wage,CLIENT IS CURRENTLY WORKING AS CASHIER AT TACO BELL. SEEKING OTHER EMPLOYMENT OPPORTUNITIES,Task/Service successfully completed,0,Emotional/behavior issues
Southwest 1-15-406-2,client requires consitent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONSISTENT CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-407-1,client requested assistance locating improved employment,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,4,Need assistance with school enrollment/improving school grades
Southwest 1-15-407-1,client requested assistance exploring post secondary goals,CLIENT HAS ENGAGED CM TO RECEIVE ADVICE AND EXPLORE OPTIONS FOR CAREER ORIENTED EDUCATION AND TRAINING,Some progress,0,Emotional/behavior issues
Southwest 1-15-407-2,client requires consistent contact with cm/ciw ro navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTANS CONSISTENT CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Good progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-407-2,client requested assistance seeking consistent employment ,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Good progress,4,Need assistance with school enrollment/improving school grades
Southwest 1-15-408-1,client requested assistance with housing services,CLIENT REFERRED TO ONSITE LAHSA TEAM FOR ASSISTANCE,Some progress,5,Need to complete community service hours for probation requirements
Southwest 1-15-408-1,client erequires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAINS CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,A Little progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-408-1,client needs high school diploma,CLIENT REFERRED TO SEVERAL HIGH SCHOOL DIPLOMA PROGRAMS. LOCATED PREFERRED PROGRAM FOR CLIENT TO WORK TOWARD HER DIPLOMA DURING HER PREGNANCY,A Little progress,4,Need assistance with school enrollment/improving school grades
Southwest 1-15-408-1,client requested assistance with employment search,CLIENT ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUSELING SERVICES. INCRESED EFFORTS TO BEGIN AFTER COMPLETION OF HIGH SCHOOL DIPLOMA AND BONDING WITH HER NEWBORN,A Little progress,1,Need assistance with employment search
Southwest 1-15-409-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-409-1,client requested assistance with emplployment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-409-1,client requested assistance exploring post secondary options,CLIENT HAS ENGAGED CM TO RECEIVE COLLEGE COUNSELING SERVICES,A Little progress,0,Emotional/behavior issues
Southwest 1-15-410-1,client requested assistance securing consistent employment ,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,0,Emotional/behavior issues
Southwest 1-15-410-1,client requested assistance exploring and enrolling in culinary arts program,CLIENT HAS ENGAGED CM TO RECEIVE VOCATIONAL COUNSELING-POTENTIAL PROGRAMS IDENTIFIED,A Little progress,0,Emotional/behavior issues
Southwest 1-15-410-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-410-1,client is involved in ongoing out of state court case,CM/MSW/CIW MAINTAIN CONTACT WITH CLIENT TO PROVIDE ASSISTANCE/MORAL SUPPORT WHENEVER NEEDED,Some progress,0,Emotional/behavior issues
Southwest 1-15-410-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Excellent progress,1,Need assistance with employment search
Southwest 1-15-410-1,client requested assistance with employment search,CLIENT WAS EMPLOYED BY TELEMARKETING COMPANY-HAS FLEXIBILITY FOR HER TO FLY OUT OF STATE FOR COURT,Task/Service successfully completed,1,Need assistance with employment search
Southwest 1-15-411-1,client requested assistance with employment search/vocational training,CLIENT HAS ENGAGED CM/CIW TO RECEIFE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
