sentiment,selected_text
worry,drinking lemsip cause apaently i need ittt! IM NOT SICK
worry,
worry,
neutral,. Looking forward
worry,bad
sadness,as looking forwar
neutral,I think the sun and the moon are God`s way of reminding us that he`s always watching over us.
sadness,headache
fear,"I walked up the main street of Auckland at 10 o'clock at night. I expected it to be very active with people, gangs, fast cars etc, thought it was actually quite quiet, though also oppressive. I walked about half a mile and bought a drink along the way."
neutral,Good
neutral,just had KFC
fear,"One day during our clinical practices, we had a very ill patient. Unfortunately the patient passed away. I had seen him dying and it was the first experience. During the night I became afraid fearing the dead body."
worry,
worry,"so, why the hell are we going to school for 2 hours next monday and tuesday...dumb snow days and thier lame rules...my mom making me go"
sadness,
worry,
fear,"One year, when I went to a camp, I was chased by a dog.  I tried hard and finally managed to escape from it.  My torch suddenly went off and we talked about ghost stories and I thought that there were ghosts."
neutral,"Cleaning out my desk, I`ve found a betting slip from three months ago, I stuck a tenner on #newcastle getting relegated. In the money"
sadness,
worry,http://twitpic.com/4ws8w - Look who I brought home
sadness,MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO
neutral,Haha...ooh it was gorgeous wasn`****!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday
neutral, I see . 
anger,"Mr Patten , however , is engaged in more than simply relieving his own exasperation at Beijing 's procrastination . "
neutral, I never know when to shake hands and when not to . Can you tell me something about it ? 
sadness,When the girl whom I have lusted after expressed reciprocal feelings and then days later changed her mind.
neutral,
sadness,pain
worry,stupid
fear," I'm dead serious about this , Sally . "
neutral," She is as meek as a lamb . She never goes against anyone or anything . She's as good as gold , you know ? "
worry,nice.
neutral," Bye , Ann ! "
anger,
neutral,
anger,My roommate leaving my drawers in a mess after plowing thourgh them looking for something.
neutral, My parents . 
worry,
sadness,(he`s probably not though ;)
neutral,Almost lost my phone.
worry,ugh.
neutral, I was skiing on and on excitedly until I realized one thing-I could not stop ! You can just imagine how terrified I was . 
boredom,Can`t believe how gorgeous the weather has been today
worry,good time
sadness,Julie is devastated to discover she is adopted and she sets out to find her natural parents . 
worry,stuck
worry,that cake looks delish!
neutral,Well for one thing I might be branded a 'public menace' by the state.
worry,badly
sadness, I'm afraid you can't . You'll have to go out there and walk around . 
neutral,haha thanks.
neutral,still at home goodness
neutral, Why not ? 
sadness,i miss
worry,
anger,"In September 1984, I was forced to live with someone I did not like.  The first week we were at loggerheads and our conversation was like a debate.  The atmosphere was very bad.  When he learnt that I had got 95 marks in a test he told me \ A failure, You lost 5 marks.\""   I was very angry, not because my marks were lower than his, but because I could not tolerate his pride.  I did not show my discontentment and carried on doing my work."""
sadness,
worry,I`m curious now
neutral,Well....not the Spurs!!!
neutral, How much ? 
neutral, So ? 
worry,
fear,I may not be clever enough to understand your English lectures.
worry,
anger,"When my mother told things to my sister, which I told my mother in confindence."
neutral, I see . 
worry,We`re having an impromptu pool party... Except I don`t know how to swim so I can`t get in
neutral,
sadness,
fear,@TooCrazyFox Most people the #blacksheep and also #scared of their shadows! One who lurks in the darkness is a mystery!
sadness,OH THAT`S GOOD!
worry,
neutral,enjoy
worry,"Ironically, that thought goes through my head (no pun intended) for *every* headache I have...  Hope it goes away soon."
anger,"My sister borrowed some LP records for a party. She had left them in the car on curatao. Due to the heat they were crooked, so I couldn't play them again."
anger, I don't think that you're done . 
sadness,I played up until the latter parts of the voodoo village part co-op until I lost my usual partner
sadness,"Heartbroken , Maria had to return to the convent and remain a nun for the rest of her life . "
neutral,good work
fear,"not afraid of tomorrow, for I have seen yesterday and I love today #less”"
anger, Just look ! In six short weeks I've put on 30 pounds of pure muscle . 
neutral,a bug  in coding
sadness,
sadness,GAWD!. If only that dream actually happened last night....
neutral,
worry,
worry,"thats it, rub it in that ur seeing morrissey! il just go and cry in the corner"
worry,Recogns he could get his assignments out of the way by June  bring it on
fear,The of loving or atleast allowing yourself to fall for a person who you know prolly won't fall for you yet it feels so ryt!!! ☹ ☺
neutral, She what ? 
neutral, What happened afterwards ? 
sadness,
neutral,Facebook Group: World Leaders  http://www.theatlantic.com/a/facebookhumor.mhtml
sadness,"I feel bad,"
sadness,Why is it soooo cold & ugly out??
neutral, You know that is tempting but is really not good for our fitness . 
fear,"Sleeping alone in a tent, while hearing several noises such as rustling etc, I am afraid that there are people who are up to no good."
worry,the trailer has been removed  i have a look and see if i can find it somewhere
boredom,stuck
worry,
anger,My father began to say incoherant things concerning my brother's and my own behaviour towards him.  His biased (authoritarian) and ridiculous point of view made us angry.
sadness,sadness!
sadness,I miss my friends so much
sadness,"3 to go, and uploading photos to email would be ten tenenen tenen.. DONE"
neutral, Do you come from a country where they shake hands ? 
sadness,epic fail with the chocolate fountain that got CLOGGED
fear,Introducing myself at a first tutorial this year at University.
neutral,
neutral,Matt Weiters` first at bat: fly out to RF
worry,not going to be pleased
neutral,
sadness,
neutral,won
sadness,"Support for the Greens may have shrunk but it was still at the same level as the Liberal Democrats "" , the third party in Parliament , so perhaps Ms Cooke was unduly downcast . "
sadness, I knew this would happen some day ... 
fear,I experienced this feeling when the doctors found a nodule in one of my mother's breasts. It turned out to be an occlusion resulting from continious sucking but for a few days I was not in my reason.
sadness,
sadness,nice
neutral,
sadness,Sims 3 wouldn`t work on my old macbook  hope to get Sims 2 by tomorrow.
neutral,
sadness,"When I learnt that I had failed an exam,  This not only influenced my emotions but also other important tasks, it also made my record imperfect."
anger,I felt anger at my roommate due to his habit of leaving dirty dishes in the sink and generally not cleaning after himself.
sadness,i need to speak with ! but i left my phone at home
sadness, I'm sorry . I didn't reconfirm in time and they gave away half of the seats . 
sadness,
sadness,horrible
fear, Come in ! Quickly ! 
worry,
neutral, You often like comparing children with their parents . 
fear,Meanwhile the flood of letters of a very different sort from anxious Hong Kong citizens to this and every other newspaper office continues . 
neutral,wish
neutral,I found out thro mama
worry,"ly, I`m not allowed to cross the borde"
sadness,Missing you all deeply
worry,sick
neutral,
worry,where is the sunshine...the only thing i see are clouds...
sadness,
neutral,scratchy
sadness,You don`t reply to none of your fans ... I don`t know what trust
anger,"` Pa would 've been livid with me for getting pregnant , and he wouldn't want his precious fiddle going to pay for anything to do with it . "" "
sadness," Oh , that hurts . "
neutral,whuahahhaha
worry,Ooops! Sorry
sadness,
worry,Education doesn`t move forward because we keep repeating our past (sigh)
neutral, Sure . 
sadness,burned
anger,"` What did you mean , Rachel ? "" her mother asked slowly , ignoring her husband 's indignant look . "
sadness,"loser,"
neutral,"That`s the way it crumbles, cookie-wise"
sadness,I want to cry
neutral,One taken from earlier this week!
worry,stepped
sadness," Yes , I have . But I have to wait . "
neutral,I can`t make it. My manager switched my schedule so I`m closing
anger,Stock investors were not miffed by the frantic currency markets .
