GRYD_ETO_ID,INTERVIEW_DATE_FB,SET_admin_num,AGE_1_FB,SEX_1,GRYD_Zone_num,group_position,PAGE_3,S1,S2,S3,S4x,S5x,S7x,S6ax,S6b_Other_Activities,S9,S10,S10_num,S10x,S10z,S11a,S11a_Comments,S11b,S12,S13,S14,S16,PAGE_4,ME17,ME18,ME19,ME20a,ME20b,ME20x,ME22_ER,P22,P23,P24,P25,P26,C1a,C1b,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,PAGE_5,Group_name_part1,PUSH_1,PULL_1,FS89_foster_now,FS89_foster_past,FS89_group_now,FS89_group_past,FS89_adopted_now,FS89_adopted_past,FS89_parents_now,FS89_parents_past,FS89_relatives_now,FS89_relatives_past,FS89_spouse_now,FS89_spouse_past,FS89_boygirlfriend_now,FS89_boygirlfriend_past,FS89_alone_now,FS89_alone_past,FS90_younger,FS90_teenagers,FS90_20_29_adults,FS90_30_49_adults,FS90_older_adults,PAGE_6,F1,F2,F3,IF_NO_FAMILY_TEXT,no_fam_num,F4,F5,FS91,FS92,FS93,FS94,FS95,FS96,FS97,FS98,PAGE_7,FS100,FS101,FS102,FS103,FS104,FS105,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16a,F16bx,F17x,PAGE_8,F18,F19,F20,F21,F22x,F23x,F24x,F25x,F26,F27,F28x,F29,F31x,F31b,PAGE_9,group_name_part2,no_group_copy,group_status_no_group,no_group_num,G2,G3a,G3b,EG1,EG2_most,EG2_youngest,EG2_oldest,EG3,EG4x,G5,G5_num,G6,G7,G8,G9,X11_FIXED,PAGE_10,G10x,G11,G12x,G13,G14x,G15,G16,G17,G18,G19,G20,G21,G22a,G22bx,G23x,PAGE_11,G24,G25,G26,G27,G28x,G29x,G30x,G31x,G32,G33,G34x,G35,G36x,G36b,G37,PAGE_12,X18,X19,X20,X21,X22,truthy,Optional_Break,Date_of_Break,Time_Break_Begins,Time_Break_Ends,A1,A1_Description,A2,A2_Description,A3,A3_Description,A4,O1_other_group_name,no_othgp_num,Page_13,O4,O5,O6,O7x,O8,O9,X12_FIXED,O10,O11,O12,O13,O14,O15,Page_14,O16,O17,O18,O19a,O19b,O20x,O21,O22,O23,O24,Page_15,X10,X11,X12,X13,X14,X15,X16,X17,Page_16,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8_Not_Honest,Page_17,Completed_by_CIW,CIW_CLIENT_ID,CIW_INTERVIEW_DATE,CIW_COMPLETED_DATE,CIW1,CIW2,CIW3,CIW4,CIW5,CIW6_COMMENTS,END_OF_SET_QUESTIONS
Mission-14-256-1,"6,08,2018",2,17,2,11,1, ,0,0,0,15,5,0,0,777,3,3,3,0,0,0,777,0,2,2,2,2, ,1,5,1,1,1,5,3,4,4,4,4,3,0,,0,,0,,0,,0,, ,Homies,Friend got shot,Interested in attending college,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0, ,0,10,5,777,1,4,5,4,4,4,2,3,4,2,4, ,2,2,2,2,3,3,3,4,4,4,4,4,1,4,1,1,1,4, ,5,5,5,4,4,2,3,3,2,2,4,3,3,4, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,1,0,0.4,2, , , ,1,Church,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,9,9,9,9,9,0,1, ,2,4,1,4,0,4,3,No comments at this time, ,999, , , , , , , , ,no page 17 completed, 
Southwest 1-15-304-3,"6,11,2018",3,18,2,22,3, ,0,0,0,0,23,0,25,999,6,6,6,0,0,0,777,0,2,2,2,2, ,2,4,2,2,2,2,3,3,3,5,5,2,0,,0,,0,,0,,0,, ,No name,999,999,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1, ,1,5,5,777,1,0,1,3,4,3,4,3,4,4,4, ,3,3,3,3,4,4,2,3,3,4,3,3,3,3,2,2,2,2, ,4,4,5,3,5,3,4,3,4,3,2,4,3,4, ,No name,1, ,1,16,1,18,,,,,,999,0,0,0,0,0,0,0, ,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1,0,1,1,1,0.8,2, , , ,0,777,0,777,0,777,0,No name, , ,0,0,0,0,0,0,0,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, ,2,9,0,9,9,9,1,0, ,1,4,1,1,2,3,4,Blank, ,999, , , , , , , , ,no page 17 completed, 
Newton 2-23-220-1,"6,11,2018",2,23,2,13,3, ,1,1,1,0,0,0,1,GRYD program,3,1,1,1,0,1,Had to take care of a warrent,1,2,2,3,2, ,3,4,2,2,2,4,3,4,4,2,2,4,0,,0,,1,14,0,,0,, ,No group,777,777,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,999,2,999,999, ,3,20,2,777,1,3,0,5,5,4,4,4,4,3,3, ,1,2,1,2,2,3,3,3,2,3,3,2,3,4,4,3,2,2, ,3,4,5,4,2,4,3,3,3,4,4,4,4,4, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,0,0,1,0.6,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,9,9,0,4,9,4,3, ,3,3,1,3,0,4,4,Blank, ,999,Newton 2-23-220-1,"6,11,2018","6,11,2018",2,2,1,3,9,Client has shown growth in many area. Does not hang out as much as she use to., 
Northeast-20-350-1,"6,11,2018",1,15,2,14,0, ,0,0,1,35,5,0,0,777,2,0,0,1,1,1,Family death,1,2,3,1,1, ,2,4,2,1,1,4,4,5,5,2,2,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0, ,0,0,2,777,1,1,4,4,4,4,4,3,5,4,5, ,2,3,4,4,3,5,4,4,3,4,4,4,2,4,1,1,1,5, ,5,4,5,5,4,3,4,3,2,2,3,4,2,4, ,No group,0,0,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,0,0,0,0,0,2, , , ,1,School friends,0,777,1,Group,0,Group, , ,4,3,5,1,4,3,3,5,4,2,4,4,4, ,2,4,2,1,1,5,5,3,5,3, ,3,9,3,9,9,0,0,0, ,4,1,0,3,3,3,4,Blank, ,999, , , , , , , , ,no page 17 completed, 
Newton 2-23-245-1,"6,11,2018",2,17,1,13,3, ,0,0,0,40,0,0,3,Meeting probation requirements,2,1,1,0,0,0,777,0,2,3,3,2, ,2,4,2,2,2,4,2,5,5,1,1,5,1,0,0,,0,,0,,1,1, ,No group,777,777,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0, ,0,5,2,777,1,3,4,4,4,2,2,1,5,4,5, ,1,1,3,1,3,4,3,3,3,3,3,3,2,4,2,2,2,5, ,2,4,4,3,4,2,4,4,2,4,4,3,3,1, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,0,0,0.4,2, , , ,1,Friends from school and GRYD,1,Volunteers of America (GRYD),1,VOAIA,1,Volunteers of America (GRYD),1, ,5,4,5,4,3,2,2,4,3,2,2,3,4, ,2,4,2,2,2,4,1,1,5,1, ,2,9,2,4,1,4,0,2, ,2,3,1,3,0,2,4,Client seemed honest on his answers, ,999,Newton 2-23-245-1, , , , , , , ,no page 17 completed, 
Mission-14-337-1,"6,11,2018",1,16,2,11,1, ,0,0,0,37,6,0,1,Job readiness,5,0,0,0,0,0,777,0,4,2,2,1, ,1,4,2,1,1,4,4,3,3,5,3,3,0,,0,,0,,0,,0,, ,Homies,Trouble gets you in,Getting a job,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1, ,0,0,6,777,1,5,7,5,5,5,3,4,5,3,5, ,3,3,4,3,2,4,3,3,4,5,3,4,1,4,1,1,1,5, ,5,5,5,3,3,4,5,4,2,2,2,2,2,2, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,1,0,0.4,2, , , ,1,Church,0,777,1,Social friends,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,9,9,9,9,9,0,0, ,3,2,1,4,0,3,3,Blank, ,999, , , , , , , , ,no page 17 completed, 
Mission-14-346-1,"6,11,2018",1,15,2,11,1, ,0,0,0,30,10,0,0,777,5,2,2,1,0,0,777,0,3,4,3,4, ,2,4,2,2,2,4,5,3,3,5,3,2,0,,0,,0,,0,,0,, ,No group,Loosing [sic] friend,It wasn't what they expected,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1, ,0,20,4,777,1,3,3,5,5,4,5,3,5,5,5, ,1,3,3,2,3,4,4,3,3,4,4,4,2,3,4,2,2,4, ,5,5,5,3,4,5,4,3,4,3,4,4,3,4, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,1,1,2, , , ,1,School,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,1,9,9,9,9,9,2,0, ,3,2,1,4,0,3,3,0 comment, ,999, , , , , , , , ,no page 17 completed, 
Mission-14-345-1,"6,12,2018",1,15,2,11,1, ,0,0,0,30,0,0,6,Sports,6,4,4,1,0,0,777,0,4,4,4,3, ,2,5,2,1,1,5,4,4,4,2,4,3,0,,0,,0,,0,,0,, ,No group,Friends and family going to jail,Getting a job,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1, ,0,5,2,777,1,1,1,5,2,4,5,5,5,3,4, ,4,4,4,2,5,5,4,4,4,5,4,4,2,4,1,1,1,5, ,5,5,5,3,1,4,4,3,4,4,4,2,1,4, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,0,0.8,2, , , ,1,School,0,777,1,Neighbors,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,9,9,9,9,9,3,1, ,3,2,1,4,0,3,3,Blank, ,999, , , , , , , , ,no page 17 completed, 
Southwest 2-23-205-1,"6,12,2018",1,16,2,23,3, ,0,0,0,35,5,0,4,I go to my VOALA program. Anger management.,2,0,0,0,0,0,777,0,3,3,3,3, ,1,5,1,1,1,5,4,3,3,4,4,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,1,2,2, ,0,5,10,777,1,5,6,5,4,5,5,3,5,4,2, ,3,3,3,3,3,3,4,4,5,5,5,5,1,5,1,1,1,5, ,5,3,4,2,5,4,5,5,2,1,1,5,1,5, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,0,0,0,0,0,2, , , ,1,School friends,0,777,1,VOALA SW,1,VOALA SW2,1, ,3,0,5,3,4,2,2,4,3,3,3,3,3, ,3,3,2,2,2,4,2,1,3,2, ,3,3,2,2,2,3,1,1, ,4,2,0,4,0,2,4,Blank, ,999,Southwest 2-23-205-1, , , , , , , ,no page 17 completed, 
Hollenbeck 1-20-49-3,"6,12,2018",2,18,1,7,4, ,0,0,0,3,1,20,0,777,0,0,0,1,1,0,777,0,3,2,2,2, ,2,4,2,2,2,4,2,4,5,4,2,3,1,45,0,,0,,0,,0,, ,Group,No,Working and school,0,0,0,0,0,0,1,1,0,999,0,0,0,0,0,0,0,2,0,1,1, ,1,5,4,777,1,2,2,3,3,4,4,4,5,5,5, ,4,4,4,4,4,4,3,4,3,2,2,1,1,1,1,2,2,2, ,5,5,5,4,1,2,2,3,3,3,4,4,4,3, ,Group,1, ,1,15,1,18,1,17,15,20,0,0,4,4,4,2,0,4,2, ,3,4,3,3,3,4,2,2,2,2,3,3,2,3,2, ,2,2,2,1,2,2,3,2,2,3,3,3,2,999,1, ,1,1,1,1,1,1,2, , , ,1,School friends,0,777,0,777,0,School friends, , ,2,4,3,1,1,2,3,3,4,4,4,4,2, ,4,4,4,3,3,2,3,3,3,3, ,1,2,3,0,0,0,1,4, ,2,2,2,,1,3,2,Blank, ,999, , , , , , , , ,no page 17 completed, 
Southwest 1-15-377-2,"6,13,2018",1,18,1,22,3, ,0,0,0,0,0,40,0,777,1,0,0,1,1,0,777,0,2,2,2,2, ,2,4,2,2,2,4,2,4,3,2,3,4,0,,0,,0,,0,,0,, ,Crew,My eyes are open now,Looking for worj and staying of the streets,999,999,999,999,999,999,999,999,1,1,999,999,999,999,999,999,999,2,3,3,1, ,1,5,3,777,1,2,2,4,4,3,4,4,3,4,4, ,3,3,4,3,3,2,4,4,3,4,4,4,2,4,2,2,2,4, ,5,4,4,4,4,2,4,3,3,4,4,3,4,2, ,Crew,1, ,1,16,1,20,6,20,13,50,1,1,4,4,4,1,4,2,2, ,3,2,3,4,4,4,3,4,3,4,3,4,4,4,4, ,4,4,4,4,4,2,4,2,3,4,3,1,4,4,5, ,0,0,0,1,0,0.2,2, , , ,0,777,0,777,0,777,1,No other group,0, ,3,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,2,9,2,,9,0,1, ,2,2,4,1,3,4,4,Blank, ,1, , , ,2,3,4,1,3,Client is ready for change, 
Rampart 1-12-576-1,"6,14,2018",1,15,1,17,1, ,0,0,0,0,0,0,0,777,2,0,0,1,1,0,777,0,3,2,5,4, ,,4,3,1,1,5,2,2,5,4,2,5,1,3,0,,0,,0,,0,, ,The Homies,No,No,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,0,1,0, ,0,5,5,777,1,1,3,5,4,5,5,5,1,5,5, ,4,2,4,3,3,3,3,4,4,4,4,4,2,4,2,2,2,4, ,4,4,4,4,2,2,2,4,2,4,4,4,4,4, ,The homies,1, ,1,13,0,,1,16,14,50,1,1,5,5,5,4,5,7,3, ,7,3,3,3,3,4,4,4,2,,4,4,4,4,3, ,4,4,4,4,2,2,2,2,4,2,2,2,4,4,, ,1,0,1,1,1,0.8,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,3,0,4,0,0,4,3, ,3,3,,1,4,2,3,Participant refused to answer certain questions that have been noted on the second page of SET sheets, ,999,Rampart 1-12-576-1,"6,14,2018","6,20,2018",4,1,2,2,5,Blank, 
Hollenbeck 1-20-212-3,"6,14,2018",1,17,2,7,1, ,0,0,0,30,1.5,0,20,Volunteer work at cypress park,6,3,3,1,0,1,"Sister is using drugs heavily. Brother was arrested, will do about 10-15 years.",1,4,3,3,5, ,3,4,2,2,2,4,3,2,2,5,1,1,1,90,0,,0,,0,,0,, ,No group,777,777,999,999,999,999,999,999,1,1,999,999,999,999,999,999,999,999,1,2,3,2,1, ,0,10,9,777,1,0,0,5,3,3,4,5,5,3,2, ,5,2,4,1,3,2,2,3,3,4,3,3,5,1,5,5,5,1, ,4,5,5,4,4,2,4,3,3,5,3,3,3,5, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,0,0,0.6,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,0,0,0,0,0,5,3, ,2,2,2,3,1,3,4,Blank, ,999, , , , , , , , ,no page 17 completed, 
FGSEARE-0-91-1,"6,14,2018",1,18,1,999,1, ,0,0,0,0,0,0,0,777,2,0,0,0,0,0,777,0,2,2,2,2, ,2,4,2,2,2,4,2,3,3,4,4,4,1,0,1,180,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,999,1,999,2,999, ,0,5,3,777,1,4,4,4,1,3,4,4,4,4,5, ,4,2,4,4,4,4,4,4,4,4,4,4,1,5,1,1,1,5, ,5,3,4,4,4,2,4,4,4,4,4,4,3,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,0,0,0,0,0,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,9,9,9,9,9,0,0, ,4,1,1,4,0,3,4,Blank, ,999, , , , , , , , ,no page 17 completed, 
Southwest 1-15-381-2,"6,15,2018",1,20,1,22,3, ,0,0,0,0,0,0,30,Help family out,1,0,0,1,0,0,777,0,2,1,1,1, ,1,5,1,1,1,5,1,5,5,3,3,5,0,,0,,0,,0,,0,, ,Crew,Friends in jail,Need a job,999,999,999,999,999,999,1,1,999,999,999,999,999,999,999,999,999,2,1,3,2, ,1,,8,777,1,2,1,4,4,3,4,3,3,3,3, ,4,3,3,3,3,3,4,4,3,4,4,4,3,3,2,2,2,4, ,4,4,4,4,4,2,4,3,3,3,3,3,2,3, ,Crew,1, , ,15,0,,6,10,16,60,1,1,3,3,4,1,2,1, , ,2,3,3,3,3,4,4,3,3,4,2,3,3,4,2, ,3,4,4,4,3,2,3,1,4,5,5,1,5,3,5, ,0,0,0,0,0,0,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,, ,,,,,,, ,,,,,,777,,,,, ,2,1,9,2,1,9,0,0, ,2,2,2,1,2,4,4,Blank, ,999,Southwest 1-15-38, , ,1,3,3,1,3,Client wants a job, 
BVCB-0-235-3,"6,15,2018",1,21,1,22,3, ,1,0,1,0,0,0,0,777,7,2,2,1,0,1,Got shot at,1,4,4,4,4, ,5,3,3,4,4,2,3,5,5,1,1,5,1,21,0,,1,30,0,,0,, ,Group,No,No,999,999,999,999,999,999,999,999,999,999,999,999,1,1,999,999,999,999,2,999,999, ,2,20,2,777,1,5,5,1,1,1,2,3,4,3,3, ,2,3,1,1,2,1,4,3,4,4,4,5,4,2,5,4,4,2, ,5,5,5,5,4,5,5,4,3,3,4,4,3,3, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,1,1,0.8,1, ,5:15:00,5:30:00,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,2,1,2,4,0,3,4, ,1,4,3,2,3,3,4,Blank, ,999, , , , , , , , ,no page 17 completed, 
Foothill-14-461-1,"6,18,2018",1,19,1,5,2, ,0,0,0,0,0,0,0,777,0,0,0,0,0,0,777,0,2,2,2,2, ,2,4,2,2,2,4,2,4,4,3,3,5,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1, ,0,0,7,777,1,3,0,4,4,4,4,5,5,5,5, ,3,3,3,3,3,3,4,4,4,4,4,4,2,4,2,2,2,4, ,1,1,1,1,4,4,4,4,4,4,4,4,4,4, ,No group,0,2,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,0,0,0,0,0,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,9,9,9,9,9,9,0,0, ,4,1,0,4,1,4,1,None, ,999, , , , , , , , ,no page 17 completed, 
Hollenbeck 1-20-182-3,"6,18,2018",1,18,2,7,3, ,0,0,0,0,0,0,0,777,2,1,1,0,0,0,777,0,4,4,3,3, ,2,4,3,1,2,3,5,4,4,4,3,5,1,,1,,0,,0,,0,, ,No group,777,777,999,999,999,999,999,999,999,1,999,999,999,999,1,999,999,999,0,2,999,2,999, ,,31,1,777,1,1,2,2,1,1,1,3,4,2,5, ,4,3,3,4,3,3,3,4,4,4,3,2,1,3,1,1,1,5, ,4,3,4,4,3,3,3,4,4,4,4,3,3,3, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,0,0.8,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,0,0,0,3,1,0,4,4, ,4,2,3,2,0,3,4,Blank, ,999, , , , , , , , ,no page 17 completed, 
Mission-14-224-1,"6,18,2018",2,18,1,11,1, ,1,1,1,40,6,40,2,GRYD program,6,0,0,0,0,0,777,0,3,2,3,2, ,2,4,2,2,2,4,2,1,2,2,4,2,1,0,0,,1,0,0,,0,, ,No group,777,777,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2,2,1,2,0, ,2,5,7,777,1,2,4,3,2,4,4,4,4,4,2, ,4,4,3,3,3,3,4,4,4,3,4,4,3,3,3,3,2,4, ,4,4,4,3,4,3,3,3,3,3,3,3,3,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,1,1,0.8,2, , , ,1,School friend,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,9,9,9,9,9,0,0, ,4,1,1,4,0,3,4,No comments at this time., ,999,Mission-14-224-1, , , , , , , ,no page 17 completed, 
Devonshire-Topanga-11-146-1,"6,19,2018",2,16,2,4,0, ,0,0,0,25,5,10,0,777,1,0,0,0,0,0,777,0,3,3,4,1, ,1,4,1,1,1,4,2,3,3,5,5,2,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,2,1, ,0,10,6,777,1,2,2,5,3,3,3,4,3,3,3, ,4,4,5,4,5,5,4,4,4,4,5,5,4,4,1,1,1,5, ,5,5,5,5,5,1,4,4,1,3,4,5,3,4, ,No group,0,0,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,1,1,0.8,2, , , ,1,School friends,0,777,0,777,0,School friends, , ,1,1,1,1,0,0,0,3,4,3,4,3,3, ,2,2,2,2,2,2,2,1,1,4, ,2,2,3,1,1,1,0,0, ,2,3,2,4,1,2,4,Blank, ,999,Devonshire-Topanga-11-146-1,"6,19,2018","6,19,2018",2,3,2,2,1,Blank, 
Hollenbeck 1-20-223-2,"6,20,2018",1,17,1,7,3, ,0,1,0,40,2,40,2,anger management,4,0,0,1,0,0,777,0,4,3,2,3, ,2,4,2,2,2,4,3,3,3,2,4,3,1,0,0,,0,,0,,0,, ,Friends,no didn't really kick it with anyone,yes. job,0,0,999,0,999,0,1,999,999,1,999,999,999,1,999,0,1,2,0,2,1, ,2,10,5,777,1,4,2,4,2,3,4,5,4,4,3, ,4,2,2,2,2,4,3,4,4,4,4,4,2,4,2,2,2,4, ,5,2,3,3,5,4,3,3,3,3,3,4,3,4, ,friends,1, ,1,17,1,17,,19,17,23,0,0,3,3,3,2,3,4,2, ,6,3,4,4,2,3,3,4,2,2,4,2,2,2,4, ,5,1,2,3,4,3,3,2,4,4,1,3,3,3,1, ,0,1,0,0,0,0.2,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,3,2,9,2,0,9,3,3, ,3,2,3,3,2,2,4,Blank, ,999, , , , , , , , ,no page 17 completed, 
Devonshire-Topanga-11-117-1,"6,20,2018",2,20,1,4,2, ,1,0,0,0,0,40,10,Playing basketball,7,2,2,1,0,0,777,0,3,3,3,3, ,2,4,2,2,2,5,3,4,4,4,4,4,0,,0,,1,1,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,3,1,4,0, ,3,10,7,777,1,5,3,4,3,4,4,3,4,4,4, ,4,3,3,3,4,5,4,4,4,4,4,4,4,3,3,3,3,3, ,5,5,5,4,4,2,4,4,4,3,3,4,3,3, ,No group,0,2,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,0,0,0.4,2, , , ,1,Friends at the job,0,777,1,Friends at the park,0,Friends at the job, , ,3,4,2,2,4,4,3,4,3,3,3,4,4, ,2,4,3,3,3,3,4,3,3,2, ,2,9,3,9,9,0,0,0, ,3,2,1,4,0,4,3,Blank, ,999,Devonshire-Topanga-11-117-1,"6,20,2018","6,20,2018",3,2,1,4,0,Blank, 
Southwest 2-23-174-1,"6,20,2018",2,17,1,23,3, ,0,0,0,30,5,0,5,"Reading, life skills class",4,4,4,1,0,0,777,0,2,2,2,2, ,2,4,2,2,2,4,3,5,5,3,3,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0, ,1,0,,No,0,,,,,,,,,,, ,,,,,,,,,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,1,1,2, , , ,0,777,0,777,0,777,1,GRYD,1, ,4,0,5,1,3,3,3,5,5,3,5,5,5, ,1,5,1,1,1,5,5,1,5,3, ,9,9,3,9,9,9,0,0, ,3,3,1,2,0,1,3,Blank, ,999,Southwest 2-23-174-1,"6,20,2018","6,20,2018",3,3,1,2,0,Blank, 
Southwest 2-23-160-1,"6,20,2018",2,15,1,23,1, ,0,0,0,30,2,0,2,reading and basketball,4,1,1,0,0,0,777,0,2,2,2,2, ,2,4,2,2,2,4,3,3,3,3,3,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,0, ,0,5,5,777,1,5,7,5,4,4,4,4,3,3,4, ,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,3,3, ,4,4,5,3,2,3,3,2,4,4,4,2,4,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,1,1,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,9,9,0,4,9,0,0, ,2,3,1,4,0,1,4,Blank, ,999,Southwest 2-23-160-1,"6,20,2018","6,20,2018",2,3,1,4,0,Blank, 
